SCHOOL,SPELL,LEVEL,RANGE,MAGIC,AFFECTS,NO AFFECT,IGNORE AR,PRIMARY,AOE,NEGATION,xEFFECT,xAOE,xNEGATION,SPECIAL,SLOW,SCATTER,DESCRIPTION
Infernal Magic,Rain of Blood,3,0,Y,Only Enemy,-,Y,Fear 1-7,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Infernal Magic,Summon Demon,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Lesser Demons,Y,-,A maximum of about 25 Lesser Demons can be summoned in a single battle; CANNOT be cast at sea
Infernal Magic,Summon Fiend,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Fiends of Darkness,Y,-,A maximum of about 25 Fiends of Darkness can be summoned in a single battle; CANNOT be cast at sea
Iron Arcana,Iron Shard,1,6,Y,-,-,-,Blunt 1-5,3 strikes,-,-,-,-,-,-,-,
Iron Arcana,Iron Skin,1,8,Y,-,Ethereal,-,Armor +2,Single,-,-,-,-,-,-,-,
Iron Arcana,Iron Spear,1,6,Y,-,-,-,Pierce 1-12,Single,-,-,-,-,-,-,-,
Iron Arcana,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Iron Arcana,Paralyze,1,10,Y,-,-,-,Paralyzation,Single,MR 2d4,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Iron Arcana,Antimagic,2,8,Y,-,-,-,Magic Resistance +2,Burst 25,-,-,-,-,-,-,-,
Iron Arcana,Fortune,2,8,Y,Only Friendly,-,-,Luck,Burst 9,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Iron Arcana,Iron Darts,2,6,Y,-,-,-,Pierce 1-6,-,-,-,-,-,-,-,-,
Iron Arcana,Iron Shower,2,10,Y,-,-,-,Blunt 1-5,Burst 25,-,-,-,-,-,-,-,
Iron Arcana,Soldiers of Steel,2,8,Y,Only Friendly,Ethereal,-,Armor +2,Burst 5,-,-,-,-,-,-,-,
Iron Arcana,Soul Slay,2,10,Y,-,Mindless,Y,Magic 1-999,Single,(gd) MR 2d6,Paralyzation,-,MR 2d4 (reg),-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Iron Arcana,Summon Earth,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-2 Lesser Earths,Y,-,A maximum of about 25 Lesser Earths can be summoned in a single battle; CANNOT be cast at sea
Iron Arcana,Battle Fortune,3,8,Y,Only Friendly,-,-,Luck,Burst 25,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Iron Arcana,Invulnerability,3,0,Y,-,-,-,Non-Magical Invulnerability,Single,-,-,-,-,-,-,-,"A unit with this ability cannot be harmed by Slash, Pierce, or Blunt damage unless it is magical"
Iron Arcana,Iron Globes,3,6,Y,-,-,-,Blunt 1-50,3 strikes,-,-,-,-,-,-,-,
Iron Arcana,Iron Storm,3,10,-,-,-,-,Pierce 1-6,All Enemies,-,-,-,-,-,Y,-,
Iron Arcana,Legion of Steel,3,8,Y,Only Friendly,Ethereal,-,Armor +2,Burst 25,-,-,-,-,-,-,-,
Jade Sorcery,Poison Bolts,1,6,Y,-,-,Y,Poison 1-8,3 strikes,-,-,-,-,-,-,-,
Jade Sorcery,Poison Resistance,1,6,Y,-,-,-,Poison Resistance*,Burst 3,-,-,-,-,-,-,-,Poison Damage reduced by x%*
Jade Sorcery,Regeneration,1,8,Y,-,Lifeless,-,Regeneration,Single,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
Jade Sorcery,Venom,1,6,Y,-,-,Y,Poison 1-20,Single,-,-,-,-,-,-,-,
Jade Sorcery,Hydra's Blessing,2,8,Y,-,Lifeless,-,Regeneration,Burst 5,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
Jade Sorcery,Lungs of Watery Death,2,6,Y,-,Lifeless; Water breathers,Y,Stun,Single,(gd) MR 2d6,Magic 1-999,-,MR 2d4 (reg),-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Jade Sorcery,Venom Ward,2,6,Y,-,-,-,Poison Resistance*,Burst 15,-,-,-,-,-,-,-,Poison Damage reduced by x%*
Jade Sorcery,Venomous Death,2,6,Y,-,-,Y,Poison 1-40,Single,-,-,-,-,-,-,-,
Jade Sorcery,Mass Regeneration,3,8,Y,-,Lifeless,-,Regeneration,Burst 25,-,-,-,-,-,-,-,The unit heals roughly 10% of its HP every combat round
Jade Sorcery,Poison Mist,3,8,Y,-,-,Y,Poison 1-12,Burst 25,-,-,-,-,-,-,-,
Kuro Do,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Kuro Do,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Kuro Do,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Kuro Do,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Kuro Do,Pain,1,6,Y,-,Lifeless,Y,Magic 1-10,Single,MR 2d4,-,-,-,-,-,-,
Kuro Do,Blizzard,2,0,Y,-,-,Y,Cold 1-3,Entire Battlefield,-,-,-,-,-,Y,-,
Kuro Do,Harm,2,8,Y,-,Lifeless,Y,Magic 1-30,Single,MR 2d4,-,-,-,-,-,-,
Kuro Do,Plague,2,10,Y,Only Enemy,Lifeless,-,Disease,Burst 25,MR 2d4,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Kuro Do,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Kuro Do,Summon Wolves,2,E,Y,-,-,-,Summon,-,-,-,-,-,1-4 Wolves,-,-,A maximum of about 40 Wolves can be summoned in a single battle
Kuro Do,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Kuro Do,Thunderhead,2,15,Y,-,-,Y,Shock 1-12,3 strikes,-,Shock 1,Burst 6,-,-,Y,-,
Kuro Do,Arcane Tempest,3,0,Y,Only Enemy,-,-,Blunt 1-3,All Enemies,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Kuro Do,Black Death,3,0,Y,-,Lifeless,-,Disease,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Kuro Do,Earthquake,3,0,-,-,Flying/Floating,-,Blunt 1-5,Entire Battlefield,-,Stun,-,STR 2d4,x5 damage vs Walls (Primary only),Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Kuro Do,Rain of stones,3,0,Y,-,-,-,Blunt 1-7,Entire Battlefield,-,-,-,-,-,Y,-,
Maladies,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Maladies,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Maladies,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Maladies,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Maladies,Summon Crows,1,10,Y,-,-,-,Summon,-,-,-,-,-,1 Murder of Crows,-,-,A maximum of about 200 Murder of Crows can be summoned in a single battle
Maladies,Curse,2,16,Y,-,-,-,Curse,5 strikes,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Maladies,Plague,2,10,Y,Only Enemy,Lifeless,-,Disease,Burst 25,MR 2d4,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Maladies,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Maladies,Summon Murder of Crows,2,10,Y,-,-,-,Summon,-,-,-,-,-,1-3 Murder of Crows,-,-,A maximum of about 200 Murder of Crows can be summoned in a single battle
Maladies,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Maladies,Arcane Tempest,3,0,Y,Only Enemy,-,-,Blunt 1-3,All Enemies,-,Stun,-,STR 2d4,-,Y,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Maladies,Army of Crows,3,10,Y,-,-,-,Summon,-,-,-,-,-,1-13 Murder of Crows,-,-,A maximum of about 200 Murder of Crows can be summoned in a single battle
Maladies,Black Death,3,0,Y,-,Lifeless,-,Disease,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Maladies,Curse,3,16,Y,-,-,-,Curse,15 strikes,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Metal Arcana,Air Shield,1,8,Y,Only Friendly,-,-,Air Shield (75),Burst 5,-,-,-,-,-,-,-,75% chance of taking no Damage from normal non-magical missile attacks
Metal Arcana,Iron Skin,1,8,Y,-,Ethereal,-,Armor +2,Single,-,-,-,-,-,-,-,
Metal Arcana,Luck,1,8,Y,Only Friendly,-,-,Luck,Single,-,-,-,-,-,-,-,50% chance of not taking any Damage from an attack
Metal Arcana,Paralyze,1,10,Y,-,-,-,Paralyzation,Single,MR 2d4,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Moon Magic,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Moon Magic,Moonlight,1,10,Y,Only Enemy,Mindless (xEffect only),Y,Magic 1-3,Single,-,Confusion,Single,MR 2d4 (reg),-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Moon Magic,Shadowform,1,6,Y,-,-,-,Etherealness,Single,-,-,-,-,-,-,-,75% chance of taking no Damage from non-magical attacks
Moon Magic,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Moon Magic,Antimagic,2,8,Y,-,-,-,Magic Resistance +2,Burst 25,-,-,-,-,-,-,-,
Moon Magic,Moonbeams,2,10,Y,Only Enemy,Mindless (xEffect only),Y,Magic 1-3,Burst 9,-,Confusion,Single,MR 2d4 (reg),-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Moon Magic,Shade Warriors,2,8,Y,-,-,-,Etherealness,Burst 9,-,-,-,-,-,-,-,75% chance of taking no Damage from non-magical attacks
Moon Magic,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Moon Magic,Touch of the Moon,2,6,Y,Only Enemy,-,-,Sleep,Burst 5,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Moon Magic,Army of Darkness,3,8,Y,Only Friendly,-,-,Etherealness,Burst 25,-,-,-,-,-,-,-,75% chance of taking no Damage from non-magical attacks
Moon Magic,Lunar Brilliance,3,10,Y,Only Enemy,Mindless (xEffect only),Y,Magic 1-3,Burst 25,-,Confusion,Single,MR 2d4 (reg),-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Moon Magic,Summon Phase Spider,3,15,Y,-,-,-,Summon,-,-,-,-,-,1 Phase Spider; Targets rear Enemy,Y,-,A maximum of about 25 Phase Spiders can be summoned in a single battle
Mysticism,Cleansing Water,1,6,Y,-,-,-,Blunt 1-2,Single,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Mysticism,Dehydration,1,8,Y,-,Undead; Lifeless,-,Exhaustion,Single,STR 2d4,-,-,-,-,-,-,Exhausted units get -1 to Strength and has a chance of not moving.  Exhausted units that attack have a 50% chance of taking 1 point of damage.  Disappears after battle.
Mysticism,Purify,1,6,Y,Only Undead,-,-,Magic 1-10,2 strikes,-,-,-,-,-,-,-,
Mysticism,Holy Word,2,4,Y,-,-,-,Paralyzation,Single,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Mysticism,Rising Tide,2,8,Y,-,Lifeless (xEffect only); Water Breathers (xEffect only),Y,Stun,Burst 25,STR 2d4,Blunt 1-3,-,-,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Mysticism,Syllable of Death,2,5,Y,-,-,Y,Magic 1-999,Single,MR 2d4,Stun,-,(gd) MR 2d6,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Mysticism,Torrent of the Sacred River,2,10,Y,-,-,-,Blunt 1-3,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Mysticism,Divine Names,3,10,Y,-,-,-,Paralyzation,7 strikes,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Mysticism,Final Rest,3,0,Y,-,-,-,Banish,Entire Battlefield,(ez) MR 1d5,-,-,-,-,-,-,*
Nahualli Magic,Call Vengeful Spirit,1,8,Y,-,-,Y,Fear 1-9,Single,(gd) MR 2d6,-,-,-,-,Y,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Nahualli Magic,Curse,1,16,Y,-,-,-,Curse,Single,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Nahualli Magic,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Nahualli Magic,Gust of Wind,1,8,-,-,-,-,Blunt 1-3,Burst 5,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Nahualli Magic,Leech,1,5,Y,-,Lifeless,Y,Magic 1-6,Single,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Nahualli Magic,Sleep,1,8,Y,Only Enemy,Mindless,-,Sleep,2 strikes,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Nahualli Magic,Harm,2,8,Y,-,Lifeless,Y,Magic 1-30,Single,MR 2d4,-,-,-,-,-,-,
Nahualli Magic,Plague,2,10,Y,Only Enemy,Lifeless,-,Disease,Burst 25,MR 2d4,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Nahualli Magic,Storm Wind,2,10,-,-,-,-,Blunt 1-4,Burst 25,-,Stun,-,STR 2d4,-,-,-,Stunned units are immobilized and cannot do anything until they recover. Stunned units have a 75% chance of recovering every round
Nahualli Magic,Black Death,3,0,Y,-,Lifeless,-,Disease,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Nahualli Magic,Great Curse,3,16,Y,-,-,-,Curse,15 strikes,-,-,-,-,-,-,-,Cursed units have a greatly increased chance of receiving battle afflictions when they are hit
Nahualli Magic,Shade of Death,3,0,Y,-,Undead; Lifeless,-,Weakness,Entire Battlefield,(gd) MR 2d6,-,-,-,-,Y,-,Weakened units have their Strength and Damage reduced by 2
Necromancy,Black Cloud,1,8,Y,-,Lifeless,-,Disease,Burst 5,MR 2d4,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Necromancy,Bolt of Unlife,1,6,Y,-,Lifeless,Y,Magic 1-6,Single,(gd) MR 2d6,-,-,-,Reanimates victim,-,-,"Turns unit into Soulless, if killed"
Necromancy,Decay,1,8,Y,-,-,-,Decay,Single,MR 2d4,-,-,-,-,-,-,"Units suffering from Decay take 1 point of Damage per combat round until they die. Decay can usually not be survived, but after the battle has ended the effect will run out eventually"
Necromancy,Disease,1,8,Y,-,Lifeless,-,Disease,Single,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Necromancy,Drain Life,1,5,Y,-,Lifeless,Y,Magic 1-6,Single,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Necromancy,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Necromancy,Raise Longdead,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Longdead,-,-,
Necromancy,Reanimation,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Soulless,-,-,
Necromancy,Strength Sap,1,8,Y,-,Undead,-,Weakness,Burst 3,(gd) MR 2d6,-,-,-,-,-,-,Weakened units have their Strength and Damage reduced by 2
Necromancy,Bane Fire,2,8,Y,-,-,Y,Magic 1-20,Single,-,Decay,Burst 9,MR 2d4,-,-,-,"Units suffering from Decay take 1 point of Damage per combat round until they die. Decay can usually not be survived, but after the battle has ended the effect will run out eventually"
Necromancy,Cloud of Death,2,10,Y,-,-,-,Decay,Burst 25,MR 2d4,-,-,-,-,-,-,"Units suffering from Decay take 1 point of Damage per combat round until they die. Decay can usually not be survived, but after the battle has ended the effect will run out eventually"
Necromancy,Dance Macabre,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-5 Longdeads,-,-,
Necromancy,Dark Power,2,8,Y,-,Lifeless,Y,Magic 1-7,3 Strikes,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Necromancy,Finger of Death,2,8,Y,-,Lifeless,Y,Magic 1-999,Single,-,Paralyzation,-,STR 2d4,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Necromancy,Plague,2,10,Y,Only Enemy,Lifeless,-,Disease,Burst 25,MR 2d4,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Necromancy,Soul Vortex,2,5,Y,-,Lifeless,Y,Magic 1-6,Burst 9,-,-,-,-,Drain,-,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Necromancy,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Necromancy,Weakness,2,8,Y,-,Undead; Lifeless,-,Weakness,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,Weakened units have their Strength and Damage reduced by 2
Necromancy,Wither,2,8,Y,-,-,-,Decay,Burst 5,(gd) MR 2d6,-,-,-,-,-,-,"Units suffering from Decay take 1 point of Damage per combat round until they die. Decay can usually not be survived, but after the battle has ended the effect will run out eventually"
Necromancy,Army of the Dead,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-18 Longdeads,-,-,
Necromancy,Bane Fire Vortex,3,8,Y,-,-,Y,Magic 1-30,Burst 9,MR 2d4,Decay,Burst 3,(ez) MR 1d5,-,-,-,"Units suffering from Decay take 1 point of Damage per combat round until they die. Decay can usually not be survived, but after the battle has ended the effect will run out eventually"
Necromancy,Black Death,3,0,Y,-,Lifeless,-,Disease,Entire Battlefield,MR 2d4,-,-,-,-,Y,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die."
Necromancy,Chill of the Dead,3,10,Y,-,Undead (xEffect only); Lifeless (xEffect only),Y,Cold 1-13,Burst 25,-,Weakness,-,(gd) MR 2d6,-,-,-,Weakened units have their Strength and Damage reduced by 2
Necromancy,Death Spell,3,10,Y,-,-,Y,Magic 1-20,Burst 25,-,-,-,-,-,-,-,
Necromancy,Invulnerability,3,0,Y,-,-,-,Non-Magical Invulnerability,Single,-,-,-,-,-,-,-,"A unit with this ability cannot be harmed by Slash, Pierce, or Blunt damage unless it is magical"
Necromancy,Shade of Death,3,0,Y,-,Undead; Lifeless,-,Weakness,Entire Battlefield,(gd) MR 2d6,-,-,-,-,Y,-,Weakened units have their Strength and Damage reduced by 2
Necromancy,Soul Drain,3,0,Y,-,Lifeless,-,Magic 1-5,Entire Battlefield,-,-,-,-,Drain,Y,-,"In addition to causing Damage to their targets, life draining attacks add an equal amount of Hit Points to the attacker, healing them of Damage already suffered or augmenting their Hit Points beyond the normal maximum."
Necromancy,Tendrils of Death,3,8,Y,-,Lifeless,-,"Disease, Decay, Weakness",7 strikes,(gd) MR 2d6,-,-,-,-,-,-,"Diseased units have their Strength lowered by one point immediately, but take no extra Damage in combat. After combat, they have a 50% chance of taking 1 point of Damage every month until they die; Units suffering from Decay take 1 point of Damage per combat round until they die. Decay can usually not be survived, but after the battle has ended the effect will run out eventually; Weakened units have their Strength and Damage reduced by 2"
Night,Blessing,1,8,Y,Only Friendly,-,-,Blessing,Burst 9,-,-,-,-,-,-,-,*
Night,Moonlight,1,10,Y,Only Enemy,Mindless (xEffect only),Y,Magic 1-3,Single,-,Confusion,Single,MR 2d4 (reg),-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Night,Shadowform,1,6,Y,-,-,-,Etherealness,Single,-,-,-,-,-,-,-,75% chance of taking no Damage from non-magical attacks
Night,Slumber,1,6,Y,-,Mindless,-,Sleep,Single,(gd) MR 2d6,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Night,Greater Blessing,2,8,Y,Only Friendly,-,-,Blessing,Burst 25,-,-,-,-,-,-,-,*
Night,Moonbeams,2,10,Y,Only Enemy,Mindless (xEffect only),Y,Magic 1-3,Burst 9,-,Confusion,Single,MR 2d4 (reg),-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Night,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Night,Touch of the Moon,2,6,Y,Only Enemy,-,-,Sleep,Burst 5,MR 2d4,-,-,-,-,-,-,Sleeping units are immobilized. The unit sleeps until it is hit or awakens on its own. (5% chance each combat round)
Night,Word of Power,2,4,Y,-,-,-,Paralyzation,Single,(gd) MR 2d6,-,-,-,-,-,-,Paralyzed units are immobilized and cannot do anything until the effect wears off. (10% chance each combat round)
Night,Army of Darkness,3,8,Y,Only Friendly,-,-,Etherealness,Burst 25,-,-,-,-,-,-,-,75% chance of taking no Damage from non-magical attacks
Night,Lunar Brilliance,3,10,Y,Only Enemy,Mindless (xEffect only),Y,Magic 1-3,Burst 25,-,Confusion,Single,MR 2d4 (reg),-,-,-,Confused units do nothing (50% chance) or switch sides (10% chance) or move in a random direction instead of advancing (75%)
Night,Smite,3,5,Y,-,-,Y,Fire 1-50,Single,(gd) MR 2d6,-,-,-,-,-,-,
Onyx Sorcery,Bones of Stone,1,8,Y,-,Ethereal,Y,Blunt Resistance,Burst 5,-,-,-,-,-,-,-,Half Damage from Blunt weapons
Onyx Sorcery,Fear,1,8,Y,-,-,Y,Fear 1-12,Single,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Onyx Sorcery,Raise Longdead,1,3,Y,-,-,-,Summon,-,-,-,-,-,1 Longdead,-,-,
Onyx Sorcery,Stoneskin,1,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 5,-,-,-,-,-,-,-,
Onyx Sorcery,Stygian Skin,1,8,Y,-,Ethereal,-,Pierce Resistance,Burst 5,-,-,-,-,-,-,-,Half Damage from Piercing weapons
Onyx Sorcery,Dance of Bones,2,3,Y,-,-,-,Summon,-,-,-,-,-,1-3 Longdeads,-,-,
Onyx Sorcery,Granite Army,2,8,Y,Only Friendly,Ethereal,-,Armor +1,Burst 25,-,-,-,-,-,-,-,
Onyx Sorcery,Terror,2,10,Y,Only Enemy,-,Y,Fear 1-8,Burst 25,(gd) MR 2d6,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Onyx Sorcery,Army of Bones,3,3,Y,-,-,-,Summon,-,-,-,-,-,1-7 Longdeads,-,-,
Onyx Sorcery,Nightmares,3,10,Y,-,-,Y,Fear 1-7,Burst 100,(ez) MR 1d5,-,-,-,-,-,-,"Fear Damage is applied against Morale. If the damage roll from fear exceeds the morale of the target, the target panics and runs away"
Paladin Magic,Aura of God,1,0,Y,-,-,-,Awe*,Single,-,-,-,-,-,-,-,Enemy units attacking this unit in melee must pass a morale check (with a penalty of x) in order to successfully land an attack. Awe does not affect ranged attacks or spells
Paladin Magic,Laying on Hands,1,1,Y,Only Friendly Humans & Hoburghers,Lifeless,Y,Heal 1-5,Single,-,-,-,-,Increased Healing for Humans & Horburghers,-,-,CANNOT heal above half of full HP
Paladin Magic,Lesser Banishment,1,6,Y,-,-,-,Banish,Single,(ez) MR 1d5,-,-,-,-,-,-,
